,MPr1,MPr2,MPr3,MPr4,MPr5,MPr6,MIn1,MIn2,MIn3,MIn4,MIn5,MIn6
PI(18:2/22:0),-2.823352742,-4.948694571,-4.041517068,-5.194142274,-2.982322497,-4.433755706,-4.400395242,-4.530364276,-4.282140627,-4.635227104,-4.536399204,-4.760813897
PI(18:2/22:1),-2.657030091,-5.865464912,-4.23978768,-5.033621228,-2.870758127,-4.325052573,-5.191146957,-3.142884426,-4.500645944,-4.634415063,-5.650264643,-5.624579141
PI(18:2/22:2),-2.00382968,-5.428241514,-4.782820872,-3.97402555,-2.161269564,-6.007136549,-2.785693058,-3.93187336,-16.60964047,-5.886140616,-5.425775496,-4.251413656
PI(18:2/22:4),-1.222778154,-3.722131596,-2.923781238,-5.745095171,-1.557461431,-3.929166709,-3.392717382,-3.703229974,-4.244507608,-5.581628905,-2.821911796,-2.331128727
PI(18:2/22:6),-3.077360619,-3.748046329,-3.774436116,-4.658073004,-1.365579345,-3.873948607,-2.641058489,-4.558059112,-3.045036938,-3.546037465,-3.992732862,-2.9110539
PI(18:3/18:3),-3.829193964,-6.999866309,-7.02257989,-8.205395974,-16.60964047,-6.446217975,-4.442556728,-7.870843933,-16.60964047,-7.832571941,-4.462527756,-7.784267277
PI(18:3/20:0),-3.865840687,-16.60964047,-3.145076435,-16.60964047,-16.60964047,-6.530366243,-3.894011685,-5.791034332,-16.60964047,-16.60964047,-4.349025885,-4.787795196
PI(18:3/20:1),-1.947588085,-4.937508254,-4.211132255,-4.743580044,-2.72247737,-4.472421541,-4.680660348,-5.015556511,-16.60964047,-5.160926767,-3.548806865,-4.127292948
PI(18:3/20:2),-2.924133411,-5.922978704,-5.204988132,-3.988180707,-2.374919254,-4.305806596,-3.723502591,-4.161553008,-16.60964047,-4.926912296,-5.10722394,-4.10403569
PI(18:3/20:3),-3.969226533,-4.652852369,-4.645673507,-4.524155069,-2.299178509,-4.749842991,-3.811630029,-5.138231218,-3.864097843,-4.232195335,-4.165557057,-4.460708371
PI(18:3/20:4),-3.124345497,-4.788170527,-3.918409731,-5.282104278,-2.246490592,-3.823867706,-3.684795281,-4.730887128,-3.327615951,-3.777703159,-3.440471364,-3.964836565
PI(18:3/20:5),-3.68706802,-5.698716877,-4.406688135,-5.672173445,-2.221454086,-4.090352653,-4.081322484,-5.584721902,-16.60964047,-5.051501487,-5.211999744,-5.693516037
PI(18:3/22:0),-4.893702286,-16.60964047,-16.60964047,-7.745269516,-3.288763619,-7.357014539,-6.783566502,-3.726653718,-16.60964047,-16.60964047,-6.830620643,-16.60964047
PI(18:3/22:1),-5.051699527,-6.656748269,-7.693141437,-7.496381197,-3.021558562,-6.596659984,-7.17550414,-6.40657443,-16.60964047,-6.234624617,-8.844591791,-5.36900433
PI(18:3/22:2),-16.60964047,-6.666636357,-7.650616604,-7.581310852,-16.60964047,-8.691983166,-7.779663784,-5.169194629,-16.60964047,-7.375920867,-7.782127547,-6.92986219
PI(18:3/22:4),-4.073556118,-5.559166734,-6.972420955,-6.093405933,-2.60665552,-4.895707618,-6.926249994,-5.128123859,-16.60964047,-7.347892717,-4.844828458,-6.573562083
PI(18:3/22:6),-4.979366068,-5.263162089,-5.369448224,-5.806208781,-2.878184818,-6.703934276,-4.94537236,-5.730547472,-16.60964047,-7.752785158,-6.459222581,-6.286943335
PI(20:0/20:0),-2.485148639,-7.229054951,-4.359070185,-6.932024943,-16.60964047,-4.196702433,-5.679546433,-8.41488362,-16.60964047,-6.591894879,-5.756550927,-5.39510023
PI(20:0/20:1),-3.785575901,-4.396238601,-3.442699924,-4.136476776,-2.897694538,-5.262833855,-4.342042061,-5.855278132,-16.60964047,-5.039162269,-6.851994786,-5.720994093
PI(20:0/20:2),-2.88475279,-3.515558416,-3.016485221,-5.117933308,-1.906856835,-4.400764028,-2.340787534,-3.067456233,-4.146124531,-4.703521514,-3.93966699,-4.760999031
PI(20:0/20:3),-2.480583025,-2.521729687,-1.825321457,-3.125986367,-1.882359289,-2.954607178,-1.140417667,-4.408414787,-2.709430942,-4.689853567,-3.092800407,-2.712124388
PI(20:0/20:4),-2.197273868,-1.319495887,-0.551244514,-3.19338493,-1.817208535,-1.905779721,-1.338155353,-3.333940098,-1.034505801,-3.205778468,-1.231775581,-2.680556235
PI(20:0/20:5),-4.017163839,-4.751668224,-3.755623256,-3.881386988,-2.869090822,-4.544479746,-3.711781162,-4.295509595,-3.952928084,-4.940452317,-3.795166555,-5.452663166
PI(20:0/22:0),-3.697034748,-7.663107566,-6.491808446,-6.718861237,-16.60964047,-5.384175075,-4.966457098,-8.4583098,-16.60964047,-5.733793155,-4.802293643,-5.396337062
PI(20:0/22:1),-4.184704193,-4.098148073,-4.809752959,-4.504049865,-16.60964047,-16.60964047,-6.818475795,-6.955475457,-16.60964047,-7.775946761,-7.913565609,-7.661550711
PI(20:0/22:2),-3.328777495,-7.26509134,-5.734157804,-8.058861373,-4.022023688,-6.609068159,-6.34117064,-5.665417007,-16.60964047,-6.682390215,-7.698564026,-5.072419016
PI(20:0/22:4),-4.147925202,-4.511373051,-3.753331849,-6.279182688,-3.191208032,-4.599596169,-4.161178563,-5.499558839,-16.60964047,-6.615859703,-5.852748368,-5.790880088
PI(20:0/22:6),-3.889286778,-4.378461093,-5.557009732,-4.108569863,-2.062301027,-4.738463889,-3.764403054,-5.164252584,-2.90014941,-4.689987883,-4.266784817,-5.51454765
PI(20:1/20:1),-0.143517365,-1.896146223,-0.900340724,-2.168804189,-3.152135571,-0.992283678,0.34670562,0.033049359,-1.844505735,-2.740251069,-2.874948729,-4.479281956
PI(20:1/20:2),-0.267035306,-2.852088765,-1.223931773,-0.888593115,1.061622306,-1.436210956,1.600265595,0.157920025,-1.10423329,-2.28842385,-2.758933069,-1.798019648
PI(20:1/20:3),-0.397607251,-1.895864988,-0.962396385,-0.862182596,1.325437697,-1.056577739,1.828828069,-0.191595265,-0.043020016,-1.464933568,-1.869995208,-0.709797208
PI(20:1/20:4),0.63798269,-0.282911373,0.124023072,-0.842701857,1.302998444,0.496748126,1.885975358,-0.01892318,1.174907836,-0.659125596,0.519007685,-0.59164203
PI(20:1/20:5),-3.454098004,-5.386367569,-4.797872847,-3.701728501,-2.250521085,-3.973227471,-3.164387006,-4.195396596,-2.652211714,-3.993847268,-3.532525349,-4.733695309
PI(20:1/22:0),-2.981220134,-5.128288701,-3.927680676,-4.931855569,-3.783577807,-5.033532581,-3.804383413,-4.788285612,-16.60964047,-5.602539462,-5.676933341,-5.652465429
PI(20:1/22:1),-2.924819885,-4.569596396,-5.076423767,-6.64177833,-2.624609285,-5.581545862,-4.025424804,-4.143860691,-16.60964047,-4.43920464,-5.866689843,-6.245337807
PI(20:1/22:2),-2.686846995,-5.416653915,-5.23950677,-4.961911883,-3.480836235,-6.024997544,-2.11216218,-3.121813979,-16.60964047,-5.194042349,-7.491067647,-5.246545361
PI(20:1/22:4),-2.135827554,-3.658834952,-3.668892959,-6.79138266,-2.28706589,-3.620422561,-1.972335373,-3.306291815,-3.803991993,-7.906156278,-4.30946134,-3.684501713
PI(20:1/22:6),-2.631859273,-4.185507497,-4.904350228,-4.774643363,-2.699697021,-4.791875536,-3.05695171,-4.768861371,-2.938983506,-4.838208243,-4.165769293,-4.592761934
PI(20:2/20:2),-2.054422595,-5.949482043,-3.484483874,-0.444804583,0.596489647,-3.415296469,0.813533877,-1.188272424,-2.741244002,-2.163319916,-3.431220787,-0.744328068
PI(20:2/20:3),-2.68037009,-4.403819434,-3.687463685,-1.211822568,0.725023596,-3.505411713,0.063444401,-2.03981528,-1.850120703,-2.234970944,-3.052431457,-0.580620223
PI(20:2/20:4),-2.378113744,-3.780158797,-3.130716787,-1.58849815,0.636268806,-2.645916025,0.012192766,-2.232217427,-0.505296234,-1.716632101,-0.63863682,-0.506106882
PI(20:2/20:5),-3.056705435,-6.027183355,-6.182053995,-6.633849098,-2.729341033,-4.975822957,-5.940905616,-5.542862535,-16.60964047,-4.626485568,-5.098425275,-4.084871501
PI(20:2/22:0),-2.340431017,-5.49775704,-4.688757835,-4.084857131,-2.864970452,-4.441504327,-3.465115053,-3.986677578,-4.033549781,-4.513246009,-3.59702009,-4.648702036
PI(20:2/22:1),-3.768179183,-5.532329837,-4.972817316,-5.039512204,-2.352612901,-4.768426465,-4.089571257,-5.105752092,-16.60964047,-7.364429587,-6.485428415,-6.010501708
PI(20:2/22:2),-3.789121964,-6.916186448,-8.092775126,-6.28605671,-2.581724692,-16.60964047,-3.323050645,-5.683743982,-16.60964047,-6.673884468,-7.550775279,-4.296137475
PI(20:2/22:4),-4.49747914,-5.411458212,-7.035781631,-5.974771445,-2.044064176,-5.5875468,-4.36052311,-4.749082421,-4.307859684,-5.266476638,-4.155720388,-3.450897062
PI(20:2/22:6),-4.150319547,-6.958033704,-5.074764714,-4.696162058,-2.458986875,-5.100850906,-3.937988446,-4.965980279,-3.946687304,-5.615107843,-5.119060667,-4.759839527
PI(20:3/20:3),-3.319653993,-4.14452687,-4.389974389,-3.222702438,-2.222164947,-4.208100345,-1.006132205,-3.281282111,-3.041461324,-3.155577296,-2.208862995,-1.747759214
PI(20:3/20:4),-2.962978426,-3.336290426,-3.350531192,-3.764023742,-1.25977234,-2.950109253,-1.502772507,-4.095943864,-1.293398784,-3.420007042,-1.175336763,-1.935054245
PI(20:3/20:5),-3.174779769,-3.745209503,-3.355322477,-3.405565449,-1.400548098,-3.03959129,-2.702419093,-2.591176014,-3.169377846,-3.379118321,-4.874128282,-2.965241911
PI(20:3/22:0),-3.328932824,-5.87104488,-4.342730484,-4.316674087,-1.978257291,-4.967587247,-3.343622561,-5.125501034,-3.325933479,-3.669671054,-5.210245206,-4.359484379
PI(20:3/22:1),-5.32134421,-4.19836254,-5.189180389,-4.970973105,-2.49401362,-5.362578482,-3.900451437,-5.371375115,-16.60964047,-5.518694246,-4.599723563,-5.569846054
PI(20:3/22:2),-5.428223189,-7.159236055,-8.022581203,-7.013944935,-3.109049321,-6.757695184,-5.134700136,-4.81741456,-16.60964047,-9.155385604,-7.986495331,-5.958510639
PI(20:3/22:4),-4.894788208,-7.916348329,-7.563993012,-8.127988346,-2.866717907,-4.874579156,-4.532908069,-6.958949682,-16.60964047,-7.498786327,-3.871455663,-4.906773324
PI(20:3/22:6),-16.60964047,-4.772255297,-6.661425844,-4.569613593,-2.574371569,-5.410764837,-4.318836627,-5.891019669,-3.837796771,-4.734822995,-4.644653679,-5.189980661
PI(20:4/20:4),-3.057159878,-2.305898904,-3.227215048,-4.495844176,-2.847665024,-3.744635481,-2.351572624,-3.789709417,-1.945141218,-3.582026449,-0.995623389,-2.483716331
PI(20:4/20:5),-2.857149748,-3.969977479,-2.693698362,-4.119035774,-1.458139126,-3.147702405,-2.523840865,-4.953873734,-2.963902491,-3.384743696,-3.341567236,-3.936649481
PI(20:4/22:0),-2.606868382,-4.822898535,-3.885106712,-3.948139677,-3.188725327,-3.564011678,-3.704665595,-4.505264956,-2.645302089,-3.178138365,-3.763719483,-4.192660221
PI(20:4/22:1),-3.48415605,-4.726401367,-4.141927567,-5.447357415,-3.158299436,-5.085499596,-4.249046817,-5.563631059,-3.297268394,-6.215632097,-5.182684734,-6.23038082
PI(20:4/22:2),-5.478067259,-7.377968312,-7.846416818,-7.780342684,-2.861427358,-5.619283458,-3.939111462,-5.39883412,-16.60964047,-5.854076367,-6.016564818,-5.753256422
PI(20:4/22:4),-3.482890854,-6.973451447,-6.700589859,-5.123318178,-2.585160824,-5.03318433,-4.914554023,-5.955215854,-16.60964047,-6.22078075,-2.271594202,-4.7583115
PI(20:4/22:6),-5.065911456,-4.729713936,-5.422408363,-5.381961121,-2.924149158,-5.902595197,-4.878893755,-7.184671372,-4.0687359,-5.016297442,-3.886714843,-4.986221535
PI(20:5/20:5),-1.90854461,-2.122765578,-2.01606123,-2.953441016,-1.658410786,-1.447985339,-1.913249788,-4.350167006,-1.018117961,-3.232705479,-1.216841466,-3.161732624
PI(20:5/22:0),-16.60964047,-7.532042561,-7.343741136,-8.508766345,-3.212234674,-5.292765466,-6.650395721,-7.845530231,-16.60964047,-6.188756109,-4.362281698,-16.60964047
PI(20:5/22:1),-16.60964047,-5.378600662,-8.122348286,-8.63549265,-2.72519087,-7.214917347,-5.395190145,-8.484127297,-16.60964047,-6.821756846,-7.540242803,-5.721946072
PI(20:5/22:2),-4.47892848,-6.333396935,-4.273174557,-5.639089186,-2.64181748,-5.133818701,-4.809071244,-7.120600168,-16.60964047,-5.968016327,-6.763975743,-4.734737409
PI(20:5/22:4),-2.923405224,-3.647238366,-3.329657066,-5.238482471,0.123514541,-3.043092081,-2.853854751,-4.864095217,-3.240884523,-4.70631168,-2.507876506,-3.67880704
PI(20:5/22:6),-4.564175046,-6.047743212,-5.386538896,-16.60964047,-2.295045689,-4.625790269,-4.655852961,-5.765632927,-4.400779143,-4.92337633,-4.748632492,-5.126351548
PI(22:0/22:0),-16.60964047,-7.747045577,-8.074010884,-8.117040977,-2.920039703,-7.467586019,-7.711259476,-7.827374443,-16.60964047,-7.416797075,-7.760411792,-6.565202364
PI(22:0/22:1),-3.408253893,-7.267053507,-7.55242688,-6.400700429,-16.60964047,-6.476267937,-8.118562634,-5.5517374,-16.60964047,-5.663058587,-7.164980861,-7.590737901
PI(22:0/22:2),-4.951334095,-7.315843997,-7.358584189,-7.745516249,-16.60964047,-6.647269602,-4.839582938,-6.993442882,-16.60964047,-9.352572323,-8.732190682,-7.220756971
PI(22:0/22:4),-4.731984364,-6.880082606,-5.64292278,-6.668056103,-16.60964047,-5.648309008,-6.577192585,-5.870858707,-16.60964047,-7.363314577,-5.330647843,-6.311887564
PI(22:0/22:6),-16.60964047,-5.94784412,-6.34626023,-6.542676781,-16.60964047,-6.810291658,-6.501819503,-6.039318628,-16.60964047,-5.220786238,-6.799469573,-5.502209038
PI(22:1/22:1),-16.60964047,-7.456429714,-8.264422868,-7.808166845,-16.60964047,-6.416183616,-7.576499432,-6.090280601,-16.60964047,-8.570128621,-7.841285419,-6.835504092
PI(22:1/22:2),-5.35302198,-8.43643607,-7.943564921,-9.473409091,-16.60964047,-6.970943378,-7.871063794,-6.481611988,-16.60964047,-7.830598803,-7.736836642,-7.579842803
PI(22:1/22:4),-5.314400338,-6.285966986,-7.130723055,-8.375287654,-2.617957131,-6.88224139,-7.868294167,-7.36009013,-16.60964047,-7.715751669,-5.632701084,-7.269095785
PI(22:1/22:6),-16.60964047,-6.987057995,-7.678106623,-7.881261084,-16.60964047,-7.433370318,-5.931417299,-5.45485084,-16.60964047,-5.791331045,-6.729573191,-7.299622615
PI(22:2/22:2),-16.60964047,-16.60964047,-8.014286381,-16.60964047,-2.976425063,-16.60964047,-6.980534891,-8.633483084,-16.60964047,-16.60964047,-8.141500737,-8.040977861
PI(22:2/22:4),-4.954688242,-7.392158181,-8.419501225,-6.307552461,-16.60964047,-5.393573449,-7.639619163,-8.296131126,-16.60964047,-8.369051372,-6.456038792,-7.670460334
PI(22:2/22:6),-16.60964047,-7.645288342,-7.440246312,-7.790642643,-3.861904998,-6.58995357,-5.578813837,-7.755134524,-16.60964047,-5.533761196,-7.442135769,-7.426951653
PI(22:4/22:4),-16.60964047,-8.292344095,-8.044034921,-6.755922031,-2.794675927,-6.970174587,-7.744851063,-8.244048099,-16.60964047,-8.258704828,-4.868565142,-6.884438691
PI(22:4/22:6),-16.60964047,-5.07930047,-8.061960461,-7.107690465,-2.547297427,-6.374477796,-5.844239744,-7.70108723,-16.60964047,-8.461027637,-7.664716453,-7.622749195
PI(22:6/22:6),-16.60964047,-4.52551022,-6.731352556,-7.206148627,-16.60964047,-6.93043856,-5.129460797,-7.553840443,-16.60964047,-7.036833779,-6.991477634,-6.203411867
PS(14:0/14:0),-3.870177841,-5.070730181,-6.233362899,-16.60964047,-5.094382973,-3.520235463,-16.60964047,-16.60964047,-16.60964047,-5.358633735,-4.998085326,-16.60964047
PS(14:0/14:1),-2.50485075,-2.843210827,-3.296039512,-3.498533991,-3.754262875,-4.003224504,-3.147375471,-4.325536745,-3.434788161,-3.861964383,-3.475270968,-5.496462737
PS(14:0/16:0),-0.73176221,-1.005665754,-1.724058556,-2.000534704,-1.708704424,-1.767873431,-1.670888591,-4.022337396,-2.355783035,-3.062374359,-3.61498649,-1.603987103
PS(14:0/16:1),-1.800580133,-2.207035545,-2.178354667,-2.940036626,-2.041986091,-3.311919183,-2.558256332,-4.147813518,-16.60964047,-4.074874117,-3.476906093,-3.845727288
PS(14:0/18:0),-0.462500561,-0.790418193,-0.496112425,-1.708004983,-1.863642268,-1.007372873,-0.58277762,-1.98240811,-0.813733021,-1.949811136,-1.608964277,-0.934929384
PS(14:0/18:1),0.051742076,-0.159530955,-0.300589304,-1.187129056,0.003216202,-0.379354402,-1.238983762,-1.986585628,-1.990902882,-1.870117189,-0.708565733,-0.723793625
PS(14:0/18:2),-2.70145687,-3.877071275,-2.611520557,-4.110265558,-4.863273495,-3.777526414,-3.925951827,-4.211979183,-3.343783773,-5.356890257,-3.453648723,-3.598337067
PS(14:0/18:3),-2.900306668,-3.892066774,-3.41872006,-4.411473409,-4.41336233,-6.075470777,-3.478773102,-5.586959672,-4.57412464,-4.958345753,-4.706453451,-4.575664764
PS(14:0/20:0),-3.753858972,-2.891742963,-1.953931639,-3.191122725,-3.307375709,-3.557167588,-3.332313084,-2.623930639,-3.798143033,-4.583865858,-3.798522551,-5.01094956
PS(14:0/20:1),-1.808374736,-3.770940536,-2.761233808,-4.436517008,-16.60964047,-4.038314233,-2.79338256,-4.305003608,-3.273748488,-4.044755388,-4.248879982,-4.241430385
PS(14:0/20:2),-3.622372962,-4.836997846,-4.375007283,-4.458825762,-4.389502787,-3.443201686,-3.913484606,-4.189212655,-4.000067381,-3.993531283,-5.495755608,-5.304128903
PS(14:0/20:3),-3.222876469,-5.641989252,-16.60964047,-3.986847908,-5.054017886,-4.059068482,-5.919757696,-4.424099526,-16.60964047,-3.116283576,-6.590600243,-3.935261833
PS(14:0/20:4),-2.715035769,-4.614004458,-4.075462435,-3.100012233,-4.042698966,-4.351649572,-4.160581407,-4.956943273,-3.713579074,-3.95955741,-4.825754446,-4.005657996
PS(14:0/20:5),-16.60964047,-5.355012715,-2.837641478,-5.450239099,-3.937585158,-3.965715578,-2.800040687,-16.60964047,-16.60964047,-6.239353787,-4.392642015,-16.60964047
PS(14:0/22:0),-3.211215226,-2.039929967,-2.43216721,-3.087736782,-2.698677829,-3.031472926,-4.402452205,-4.514990147,-16.60964047,-3.927253131,-3.513970401,-4.195994776
PS(14:0/22:1),-3.389867922,-5.341085433,-4.224494612,-3.401121782,-5.260711474,-4.745390671,-4.213350702,-5.194229054,-4.409501384,-2.403408482,-5.866886844,-4.580848094
PS(14:0/22:2),-3.507765888,-4.521281299,-6.69727144,-4.098509771,-16.60964047,-4.571269182,-3.709368524,-5.064375318,-3.46090593,-5.009245823,-4.284511628,-5.090515103
PS(14:0/22:4),-3.643528375,-4.018025473,-3.744501375,-2.72472796,-4.012055134,-5.567622815,-3.062437365,-3.945996474,-16.60964047,-3.872467951,-4.581805958,-3.974597455
PS(14:0/22:6),-3.392063306,-4.711705836,-3.895593792,-4.717955941,-3.678044003,-3.639108131,-3.417388984,-4.815436235,-3.022373054,-5.181518345,-4.172873583,-3.914936756
PS(14:1/14:1),-2.602987179,-4.27846034,-3.413173419,-5.449882704,-4.143175369,-4.913714846,-2.491922846,-6.081630278,-16.60964047,-4.425210279,-5.358050191,-16.60964047
PS(14:1/16:0),-0.566411334,-0.8086613,-1.07350584,-1.944010352,-2.307681215,-1.681145569,-1.180106238,-3.024867586,-2.332984864,-1.223964933,-3.189511527,-3.00457608
PS(14:1/16:1),-0.624487781,-2.896343336,-1.658492895,-2.177684403,-3.470791344,-2.601307206,-3.425032191,-3.892782782,-3.818578749,-2.430137612,-3.602987249,-3.738782629
PS(14:1/18:0),1.01581806,0.286027403,0.184256957,-0.815588897,-0.862791354,-0.578616075,-0.639933875,-1.386708967,-0.561022934,-1.187156588,-0.653374829,-1.142585512
PS(14:1/18:1),-0.004457227,-0.545078315,0.128737714,-1.536708281,-2.192547242,-0.454172777,-0.676027246,-1.746644401,-2.062152694,-1.087720291,-1.997514019,-1.160372635
PS(14:1/18:2),-3.195832048,-3.724600898,-3.514671593,-4.715342865,-4.560361596,-4.535749531,-3.728347163,-4.525018148,-3.886674768,-3.187347729,-4.178991134,-4.593851624
PS(14:1/18:3),-3.605110835,-3.58677786,-5.052480134,-5.490272559,-5.546743276,-4.700913716,-3.556454265,-5.199136812,-3.890679306,-3.962036931,-4.864200639,-4.626764337
PS(14:1/20:0),-16.60964047,-3.282157581,-5.513340072,-4.239352288,-16.60964047,-16.60964047,-5.959376469,-16.60964047,-16.60964047,-5.591122854,-3.992184626,-2.772524128
PS(14:1/20:1),-2.763802161,-3.560909357,-3.040987882,-3.721402428,-4.764663063,-3.665073825,-3.216876827,-3.575311633,-3.659616045,-4.365663085,-4.824204926,-5.048475178
PS(14:1/20:2),-4.172573949,-4.400009311,-4.708812375,-4.748263003,-3.82832603,-5.286125443,-3.757609772,-4.524714291,-16.60964047,-4.530246562,-4.634190019,-5.085644354
PS(14:1/20:3),-2.774749348,-3.047474075,-3.467086474,-4.365714807,-4.494007378,-4.487084515,-3.304084629,-4.618957137,-3.439147195,-3.013452128,-6.535460201,-4.420001051
PS(14:1/20:4),-3.555991622,-3.747197394,-5.775215645,-4.907879094,-4.569899918,-4.462843607,-2.510610689,-5.48454283,-16.60964047,-4.375723961,-4.637762402,-4.884655861
PS(14:1/20:5),-4.000598831,-4.185459591,-4.595291494,-2.632902191,-16.60964047,-6.577839902,-3.511266138,-4.792263403,-3.685285583,-6.327539304,-5.19397343,-4.279007739
PS(14:1/22:0),-2.699644882,-3.887930577,-4.600651691,-4.420062387,-16.60964047,-3.56806814,-4.601341386,-6.091224444,-4.026982796,-2.534591875,-4.3643082,-4.539128177
PS(14:1/22:1),-3.344002399,-4.624773718,-3.428685235,-4.886294935,-4.075287493,-4.732849557,-4.267056091,-4.396803275,-16.60964047,-4.12389847,-4.699132464,-5.188112665
PS(14:1/22:2),-3.703250551,-5.240063084,-4.582426695,-3.746327351,-3.817351348,-6.578338334,-4.269365323,-4.75200356,-4.44578598,-6.228360996,-5.083809969,-4.620679026
PS(14:1/22:4),-1.920126994,-6.839735538,-4.659207091,-4.334886902,-3.981868683,-3.838302215,-4.30743591,-4.539271374,-16.60964047,-2.135633218,-4.34537136,-4.239325667
PS(14:1/22:6),-3.246925432,-5.370470521,-3.256966352,-6.124948566,-5.575229813,-4.464190146,-3.794399354,-4.052870046,-16.60964047,-5.231968572,-4.478494042,-4.978693031
PS(16:0/16:0),-0.425221106,-1.863085678,-1.627528548,-1.911429985,-1.615577957,-1.071752956,-2.135756067,-3.255501186,-1.279771548,-2.210734008,-2.223731508,-1.305398154
PS(16:0/16:1),3.814558414,3.437165203,3.381452602,2.084601402,2.652925686,1.505672199,1.168981694,0.362164111,0.341927401,1.390302559,0.249167708,1.946300277
PS(16:0/18:0),0.836952768,0.64235261,0.865095895,0.699020949,-0.588916427,0.590742431,0.613398612,-0.175878143,-0.389535966,-0.188943593,0.297098415,0.512409701
PS(16:0/18:1),4.748030237,4.402989799,4.703302559,3.469985454,4.357091597,3.966051538,3.416334652,2.515638443,2.76545045,3.168469421,2.781756414,4.181723055
PS(16:0/18:2),0.46368898,0.681462782,0.711959033,-0.515394151,0.279919139,0.345746484,-0.72822098,-1.637820932,-0.521713676,-0.528486368,-0.692848818,-0.657819484
PS(16:0/18:3),-1.623269953,-2.714475197,-2.743766198,-0.811858607,-2.471549767,-2.826365318,-2.140713041,-2.997663492,-16.60964047,-3.527558612,-2.712583792,-3.110636002
PS(16:0/20:0),-0.542736943,-1.029292092,0.24027603,-0.50516864,-1.419483809,-0.627189846,-1.318600795,-2.205348055,-0.671328095,-2.17732999,-2.247020281,-0.601967611
PS(16:0/20:1),-0.328862476,-0.765941933,0.385595424,-0.217121461,-1.556392445,-0.190200722,-0.708599049,-1.598465316,-0.631450193,-1.463910975,-1.5908148,-0.173316245
PS(16:0/20:2),-0.509349206,-2.395620937,-1.79055167,-1.84629905,-0.720208555,-2.143325623,-1.951517227,-2.992191227,-2.922557887,-3.034427041,-2.565662078,-1.732618582
PS(16:0/20:3),-0.600908537,-0.179563657,-0.110549302,-1.292325537,-0.380480178,-1.362240239,-1.707596873,-2.587229893,-1.578802899,-1.29013558,-1.130198262,-0.777373921
PS(16:0/20:4),0.606948202,0.764536322,0.899588315,-0.548976744,0.482531036,-0.275197501,-0.821945498,-1.51311315,-1.520026131,-1.262049731,-0.627481729,-0.121927943
PS(16:0/20:5),-1.473815561,-1.841927734,-2.126537897,-2.797704036,-2.848887391,-1.74565252,-2.0568903,-3.384730677,-3.651385228,-2.381684804,-2.605371334,-3.157742726
PS(16:0/22:0),0.209606748,-0.095944849,-0.195101121,0.175791122,-0.257920104,0.552584863,-0.135201281,-0.499695955,-0.674005884,-0.527303439,-1.028569995,-0.272811081
PS(16:0/22:1),-1.332288603,-2.252319387,-1.210902209,-1.926643697,-3.539324243,-2.06775573,-1.921387728,-2.537262422,-1.691128187,-4.21674735,-2.409733987,-2.165469468
PS(16:0/22:2),-0.774969409,-2.540759841,-1.202813285,-1.816589615,-2.794799452,-2.135011694,-2.778403704,-2.970147556,-2.747625413,-3.177473089,-2.573274103,-1.951606209
PS(16:0/22:4),-1.280689515,-0.668791697,-1.189734669,-1.561719993,-0.653453962,-1.977956847,-2.070042868,-2.427691243,-2.785741458,-2.743854698,-0.126804883,-1.888733323
PS(16:0/22:6),0.51000154,1.021835733,1.193290636,0.39453277,1.624472768,0.215512872,-0.907235486,-0.581241572,-0.76893793,0.091278305,0.303387148,-0.005812353
PS(16:1/16:1),-1.126631304,-0.913149738,-1.088567966,-1.605187371,-2.783091471,-1.41798331,-1.902903822,-2.316351955,-2.856239931,-2.949532461,-2.828736429,-2.204587607
PS(16:1/18:0),4.296122992,4.22034791,4.329379018,3.722297434,3.965524271,3.873521506,3.721443803,3.011334815,3.254644955,3.485014965,3.07004392,3.657159481
PS(16:1/18:1),3.890360963,3.19927539,2.926422948,2.403317689,2.780048794,2.600951869,1.804706631,0.256262029,1.16600899,1.907728282,0.760016065,1.981764466
PS(16:1/18:2),-1.060252903,-1.109007752,-1.017073636,-1.430071243,-1.700443669,-2.485332988,-2.655291313,-3.871301086,-2.020735965,-2.383217443,-1.925073851,-2.299821308
PS(16:1/18:3),-0.436061088,-1.79538172,-1.91267523,-2.591720454,-2.745575637,-2.459457231,-2.037737189,-2.922232344,-16.60964047,-2.689150977,-4.029811175,-3.708488287
PS(16:1/20:0),-0.940989526,-0.633202841,-0.590388265,-1.229824779,-2.88290254,-2.096915459,-1.534987994,-2.112673701,-2.629211083,-2.04139267,-1.5261706,-1.474528199
PS(16:1/20:1),1.10221006,0.652458819,0.8459407,0.051772072,0.222225807,0.014923514,0.01149757,-1.078505338,-1.897836378,-0.283765827,-1.43302979,-0.268569556
PS(16:1/20:2),-1.216359031,-1.69128615,-1.098448836,-1.904319736,-0.902503998,-1.783501741,-2.258374859,-3.075771512,-3.018387139,-2.291913577,-3.080801114,-1.639641199
PS(16:1/20:3),-1.454181466,-1.822565417,-1.435278755,-2.141437077,-1.551525828,-2.367465787,-2.408969247,-2.770907322,-2.297944452,-2.101700061,-2.264732785,-1.93259031
PS(16:1/20:4),-1.505213375,-2.826104057,-1.840145487,-3.263007117,-2.994866755,-1.96045512,-4.36409472,-3.832292435,-3.234053577,-2.273878007,-3.073312407,-4.04261839
